Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
Takameoka,高梅,Takameoka,高梅,Такамеока,Takameoka,Takameoka,Takameoka,タカメオカ,Takameoka,Takameoka,Takameoka,Takameoka,타카메오카,
Zavishino,扎维什诺,Zavishino,扎維什諾,Завишино,Zavishino,Zavishino,Zavishino,ザヴィシノ,Zavishino,Zavishino,Zavishino,Zavishino,자비시노,
Marusland,马鲁斯兰,Marusland,馬魯斯蘭,Марусланд,Marusland,Marusland,Marusland,マルスランド,Marusland,Marusland,Marusland,Marusland,마루슬란드,
Furman,福尔曼,Furman,福爾曼,Фурман,Furman,Furman,Furman,ファーマン,Furman,Furman,Furman,Furman,퍼만,
Karga,卡尔加,Karga,卡爾加,Карга,Karga,Karga,Karga,カルガ,Karga,Karga,Karga,Karga,카르가,
Versk,维尔斯克,Versk,維爾斯克,Верск,Versk,Versk,Versk,ヴェルスク,Versk,Versk,Versk,Versk,베르스크,
Urumaga,乌鲁玛加,Urumaga,烏魯瑪加,Урумага,Urumaga,Urumaga,Urumaga,ウルマガ,Urumaga,Urumaga,Urumaga,Urumaga,우루마가,
Fribets,弗里贝茨,Fribets,弗里貝茨,Фрибетс,Fribets,Fribets,Fribets,フリベッツ,Fribets,Fribets,Fribets,Fribets,프리베츠,
Edovetly,埃多维特利,Edovetly,埃多維特利,Эдоветли,Edovetly,Edovetly,Edovetly,エドヴェトリー,Edovetly,Edovetly,Edovetly,Edovetly,에도베틀리,
Werdam,韦尔丹,Werdam,韋爾丹,Вердам,Werdam,Werdam,Werdam,ワーダム,Werdam,Werdam,Werdam,Werdam,베르담,
Brovo,布罗沃,Brovo,布羅沃,Брово,Brovo,Brovo,Brovo,ブロヴォ,Brovo,Brovo,Brovo,Brovo,브로보,
Stroy,斯特罗伊,Stroy,斯特羅伊,Строй,Stroy,Stroy,Stroy,ストロイ,Stroy,Stroy,Stroy,Stroy,스트로이,
Painford,派恩福德,Painford,派恩福德,Пайнфорд,Painford,Painford,Painford,ペインフォード,Painford,Painford,Painford,Painford,페인포드,
Takassk,塔卡斯克,Takassk,塔卡斯克,Такасск,Takassk,Takassk,Takassk,タカススク,Takassk,Takassk,Takassk,Takassk,타카스크,
Achinaul,阿奇诺尔,Achinaul,阿奇諾爾,Ачинаул,Achinaul,Achinaul,Achinaul,アチナウル,Achinaul,Achinaul,Achinaul,Achinaul,아치나울,
Bouth,鲍斯,Bouth,鮑斯,Боус,Bouth,Bouth,Bouth,バウス,Bouth,Bouth,Bouth,Bouth,보우스,
Gubkino,古布基诺,Gubkino,古布基諾,Губкино,Gubkino,Gubkino,Gubkino,グブキノ,Gubkino,Gubkino,Gubkino,Gubkino,구브키노,
Luzhong,绿中,Luzhong,綠中,Лужун,Luzhong,Luzhong,Luzhong,ルジョン,Luzhong,Luzhong,Luzhong,Luzhong,루중,
Sakuriyevsk,萨库里耶夫斯克,Sakuriyevsk,薩庫里耶夫斯克,Сакуриевск,Sakuriyevsk,Sakuriyevsk,Sakuriyevsk,サクリエフスク,Sakuriyevsk,Sakuriyevsk,Sakuriyevsk,Sakuriyevsk,사쿠리에프스크,
Tickhinsk,蒂克欣斯克,Tickhinsk,蒂克欣斯克,Тикхинск,Tickhinsk,Tickhinsk,Tickhinsk,ティッキンスク,Tickhinsk,Tickhinsk,Tickhinsk,Tickhinsk,틱힌스크,
Zaozhsk,造章斯克,Zaozhsk,造章斯克,Заожск,Zaozhsk,Zaozhsk,Zaozhsk,ザオジスク,Zaozhsk,Zaozhsk,Zaozhsk,Zaozhsk,자오즈스크,
Blando,布兰多,Blando,布蘭多,Бландо,Blando,Blando,Blando,ブランド,Blando,Blando,Blando,Blando,블란도,
Uzhongzhou,乌中州,Uzhongzhou,烏中州,Учжунчжоу,Uzhongzhou,Uzhongzhou,Uzhongzhou,ウジョンジョウ,Uzhongzhou,Uzhongzhou,Uzhongzhou,Uzhongzhou,우중저우,
Gorsk,戈尔斯克,Gorsk,戈爾斯克,Горск,Gorsk,Gorsk,Gorsk,ゴルスク,Gorsk,Gorsk,Gorsk,Gorsk,고르스크,
Gvara,古瓦拉,Gvara,古瓦拉,Гвара,Gvara,Gvara,Gvara,グヴァラ,Gvara,Gvara,Gvara,Gvara,구바라,
Beacenza,比亚琛萨,Beacenza,比亞琛薩,Беаченца,Beacenza,Beacenza,Beacenza,ビアチェンツァ,Beacenza,Beacenza,Beacenza,Beacenza,비아첸차,
Libirasnoye,利比拉斯诺耶,Libirasnoye,利比拉斯諾耶,Либирасное,Libirasnoye,Libirasnoye,Libirasnoye,リビラスノエ,Libirasnoye,Libirasnoye,Libirasnoye,Libirasnoye,리비라스노예,
Agaozyorsk,阿高兹约尔斯克,Agaozyorsk,阿高茲約爾斯克,Агаозёрск,Agaozyorsk,Agaozyorsk,Agaozyorsk,アガオズヨルスク,Agaozyorsk,Agaozyorsk,Agaozyorsk,Agaozyorsk,아가오지오르스크,
Usmara,乌斯马拉,Usmara,烏斯馬拉,Усмара,Usmara,Usmara,Usmara,ウスマラ,Usmara,Usmara,Usmara,Usmara,우스마라,
Chachin,查钦,Chachin,查欽,Чачин,Chachin,Chachin,Chachin,チャチン,Chachin,Chachin,Chachin,Chachin,차친,
Laisan,莱桑,Laisan,萊桑,Лайсан,Laisan,Laisan,Laisan,ライサン,Laisan,Laisan,Laisan,Laisan,라이산,
Sreddah,斯雷达,Sreddah,斯雷達,Средда,Sreddah,Sreddah,Sreddah,スレダ,Sreddah,Sreddah,Sreddah,Sreddah,스레다,
Palmereno,帕尔梅雷诺,Palmereno,帕爾梅雷諾,Пальмерено,Palmereno,Palmereno,Palmereno,パルメレノ,Palmereno,Palmereno,Palmereno,Palmereno,팔메레노,
Nassk,纳斯克,Nassk,納斯克,Наск,Nassk,Nassk,Nassk,ナスク,Nassk,Nassk,Nassk,Nassk,나스크,
Bexhilton,贝克希尔顿,Bexhilton,貝克希爾頓,Бексхилтон,Bexhilton,Bexhilton,Bexhilton,ベクスヒルトン,Bexhilton,Bexhilton,Bexhilton,Bexhilton,벡스힐튼,
Chengdao,成岛,Chengdao,成島,Чэндао,Chengdao,Chengdao,Chengdao,チェンダオ,Chengdao,Chengdao,Chengdao,Chengdao,청다오,
Mamishu,玛米舒,Mamishu,瑪米舒,Мамишу,Mamishu,Mamishu,Mamishu,マミシュ,Mamishu,Mamishu,Mamishu,Mamishu,마미슈,
Livnoye,利沃耶,Livnoye,利沃耶,Ливное,Livnoye,Livnoye,Livnoye,リヴノエ,Livnoye,Livnoye,Livnoye,Livnoye,리브노예,
Mednes,梅德内斯,Mednes,梅德內斯,Меднес,Mednes,Mednes,Mednes,メドネス,Mednes,Mednes,Mednes,Mednes,메드네스,
Spring,春天,Spring,春天,Спринг,Spring,Spring,Spring,スプリング,Spring,Spring,Spring,Spring,스프링,
Cherka,切尔卡,Cherka,切爾卡,Черка,Cherka,Cherka,Cherka,チェルカ,Cherka,Cherka,Cherka,Cherka,체르카,
Anchora,安科拉,Anchora,安科拉,Анкора,Anchora,Anchora,Anchora,アンコラ,Anchora,Anchora,Anchora,Anchora,안코라,
Kushiki,库希基,Kushiki,庫希基,Кусики,Kushiki,Kushiki,Kushiki,クシキ,Kushiki,Kushiki,Kushiki,Kushiki,쿠시키,
Kushkina,库什基娜,Kushkina,庫什基娜,Кушкина,Kushkina,Kushkina,Kushkina,クシキナ,Kushkina,Kushkina,Kushkina,Kushkina,쿠시키나,
Asakadno,阿萨卡德诺,Asakadno,阿薩卡德諾,Асакадно,Asakadno,Asakadno,Asakadno,アサカドノ,Asakadno,Asakadno,Asakadno,Asakadno,아사카드노,
Sushio,苏希奥,Sushio,蘇希奧,Сушио,Sushio,Sushio,Sushio,スシオ,Sushio,Sushio,Sushio,Sushio,스시오,
Alzama,阿尔扎马,Alzama,阿爾扎馬,Альзама,Alzama,Alzama,Alzama,アルザマ,Alzama,Alzama,Alzama,Alzama,알자마,
Preepham,普里普汉,Preepham,普里普漢,Приифам,Preepham,Preepham,Preepham,プリーファム,Preepham,Preepham,Preepham,Preepham,프리팜,
Newhallis,纽霍利斯,Newhallis,紐霍利斯,Ньюхоллис,Newhallis,Newhallis,Newhallis,ニューホーリス,Newhallis,Newhallis,Newhallis,Newhallis,뉴홀리스,
Staiang,斯泰昂,Staiang,斯泰昂,Стайанг,Staiang,Staiang,Staiang,スタイアン,Staiang,Staiang,Staiang,Staiang,스타이앙,
Kaltamanta,卡尔塔曼塔,Kaltamanta,卡爾塔曼塔,Калтаманта,Kaltamanta,Kaltamanta,Kaltamanta,カルタマンタ,Kaltamanta,Kaltamanta,Kaltamanta,Kaltamanta,칼타만타,
Sassa,萨萨,Sassa,薩薩,Сасса,Sassa,Sassa,Sassa,サッサ,Sassa,Sassa,Sassa,Sassa,사사,
Comodayton,科莫达顿,Comodayton,科莫達頓,Комодайтон,Comodayton,Comodayton,Comodayton,コモデイトン,Comodayton,Comodayton,Comodayton,Comodayton,코모데이튼,
Godove,戈多韦,Godove,戈多韋,Годовэ,Godove,Godove,Godove,ゴドヴェ,Godove,Godove,Godove,Godove,고도베,
Votradnoy,沃特拉德诺伊,Votradnoy,沃特拉德諾伊,Вотрадной,Votradnoy,Votradnoy,Votradnoy,ヴォトラドノイ,Votradnoy,Votradnoy,Votradnoy,Votradnoy,보트라드노이,
Shalsk,沙尔斯克,Shalsk,沙爾斯克,Шальск,Shalsk,Shalsk,Shalsk,シャルスク,Shalsk,Shalsk,Shalsk,Shalsk,샬스크,
Shanta,沙塔,Shanta,沙塔,Шанта,Shanta,Shanta,Shanta,シャンタ,Shanta,Shanta,Shanta,Shanta,샨타,
Arnar,阿尔纳尔,Arnar,阿爾納爾,Арнар,Arnar,Arnar,Arnar,アルナル,Arnar,Arnar,Arnar,Arnar,알나르,
Boistor,伯斯托,Boistor,伯斯托,Бойстор,Boistor,Boistor,Boistor,ボイストル,Boistor,Boistor,Boistor,Boistor,보이스토르,
Cheki,切基,Cheki,切基,Чеки,Cheki,Cheki,Cheki,チェキ,Cheki,Cheki,Cheki,Cheki,체키,
Usovka,乌索夫卡,Usovka,烏索夫卡,Усовка,Usovka,Usovka,Usovka,ウソフカ,Usovka,Usovka,Usovka,Usovka,우소프카,
Carnsey,卡恩塞伊,Carnsey,卡恩塞伊,Карнси,Carnsey,Carnsey,Carnsey,カーンジー,Carnsey,Carnsey,Carnsey,Carnsey,카언시,
Anthersey,安瑟塞伊,Anthersey,安瑟塞伊,Антерси,Anthersey,Anthersey,Anthersey,アンサーシー,Anthersey,Anthersey,Anthersey,Anthersey,안서시,
Temnikore,特姆尼科雷,Temnikore,特姆尼科雷,Темникоре,Temnikore,Temnikore,Temnikore,テムニコール,Temnikore,Temnikore,Temnikore,Temnikore,템니코르,
Kurai,库赖,Kurai,庫賴,Курай,Kurai,Kurai,Kurai,クライ,Kurai,Kurai,Kurai,Kurai,쿠라이,
Mablan,马布兰,Mablan,馬布蘭,Маблан,Mablan,Mablan,Mablan,マブラン,Mablan,Mablan,Mablan,Mablan,마블란,
Megio,梅吉奥,Megio,梅吉奧,Меджио,Megio,Megio,Megio,Megio,メジオ,Megio,Megio,Megio,Megio,메지오
Hokotarsk,霍科塔尔斯克,Hokotarsk,霍科塔爾斯克,Хокотарск,Hokotarsk,Hokotarsk,Hokotarsk,ホコタルスク,Hokotarsk,Hokotarsk,Hokotarsk,Hokotarsk,호코타르스크,
Zigov,齐戈夫,Zigov,齊戈夫,Зигов,Zigov,Zigov,Zigov,ズィゴフ,Zigov,Zigov,Zigov,Zigov,지고프,
Zofingham,佐芬汉姆,Zofingham,佐芬漢姆,Зофингам,Zofingham,Zofingham,Zofingham,ゾフィンガム,Zofingham,Zofingham,Zofingham,Zofingham,조핑엄,
Mezhachka,梅扎奇卡,Mezhachka,梅扎奇卡,Межачка,Mezhachka,Mezhachka,Mezhachka,メジャチカ,Mezhachka,Mezhachka,Mezhachka,Mezhachka,메자치카,
Cesterhou,西斯特豪,Cesterhou,西斯特豪,Сестерф,Cesterhou,Cesterhou,Cesterhou,セスターフ,Cesterhou,Cesterhou,Cesterhou,Cesterhou,세스터후,
Kesbury,凯斯伯里,Kesbury,凱斯伯里,Кесбери,Kesbury,Kesbury,Kesbury,ケスベリー,Kesbury,Kesbury,Kesbury,Kesbury,케스버리,
Campton,坎普顿,Campton,坎普頓,Камптон,Campton,Campton,Campton,カンプトン,Campton,Campton,Campton,Campton,캠프턴,
Newbigg,新比格,Newbigg,新比格,Ньюбигг,Newbigg,Newbigg,Newbigg,ニュービッグ,Newbigg,Newbigg,Newbigg,Newbigg,뉴빅,
Cramsk,克拉姆斯克,Cramsk,克拉姆斯克,Крамск,Cramsk,Cramsk,Cramsk,クラムスク,Cramsk,Cramsk,Cramsk,Cramsk,크람스크,
Skitaka,斯基塔卡,Skitaka,斯基塔卡,Скитака,Skitaka,Skitaka,Skitaka,スキタカ,Skitaka,Skitaka,Skitaka,Skitaka,스키타카,
Dimitrogawa,迪米特罗河,Dimitrogawa,迪米特羅河,Димитрогава,Dimitrogawa,Dimitrogawa,Dimitrogawa,ディミトログワ,Dimitrogawa,Dimitrogawa,Dimitrogawa,Dimitrogawa,디미트로가와,
Hirosan,广山,Hirosan,廣山,Хиросан,Hirosan,Hirosan,Hirosan,ヒロサン,Hirosan,Hirosan,Hirosan,Hirosan,히로산,
Prokhan,普罗汉,Prokhan,普羅漢,Прокхан,Prokhan,Prokhan,Prokhan,プロクハン,Prokhan,Prokhan,Prokhan,Prokhan,프로칸,
Yelekamatsu,叶列卡松,Yelekamatsu,葉列卡松,Елекумацу,Yelekamatsu,Yelekamatsu,Yelekamatsu,イエレカマツ,Yelekamatsu,Yelekamatsu,Yelekamatsu,Yelekamatsu,예레카마츠,
Kandu,坎杜,Kandu,坎杜,Канду,Kandu,Kandu,Kandu,カンドゥ,Kandu,Kandu,Kandu,Kandu,칸두,
Knareya,克纳雷亚,Knareya,克納雷亞,Кнарея,Knareya,Knareya,Knareya,クナレヤ,Knareya,Knareya,Knareya,Knareya,크나레야,
Atkov,阿特科夫,Atkov,阿特科夫,Атков,Atkov,Atkov,Atkov,アトコヴ,Atkov,Atkov,Atkov,Atkov,아트코프,
Akashton,阿卡什顿,Akashton,阿卡什頓,Акаштан,Akashton,Akashton,Akashton,アカシュトン,Akashton,Akashton,Akashton,Akashton,아카스톤,
Spezia,斯佩齐亚,Spezia,斯佩齊亞,Специя,Spezia,Spezia,Spezia,スペーツィア,Spezia,Spezia,Spezia,Spezia,스페치아,
Tolenham,托伦汉姆,Tolenham,托倫漢姆,Толенхэм,Tolenham,Tolenham,Tolenham,トーレンハム,Tolenham,Tolenham,Tolenham,Tolenham,톨렌햄,
Chudle,楚德尔,Chudle,楚德爾,Чудл,Chudle,Chudle,Chudle,チャドール,Chudle,Chudle,Chudle,Chudle,추들,
Immin,伊敏,Immin,伊敏,Иммин,Immin,Immin,Immin,イミン,Immin,Immin,Immin,Immin,이민,
Sanne,桑内,Sanne,桑內,Санне,Sanne,Sanne,Sanne,サンネ,Sanne,Sanne,Sanne,Sanne,산네,
Oostbursk,奥斯特布斯克,Oostbursk,奧斯特布斯克,Оостбурск,Oostbursk,Oostbursk,Oostbursk,オーストブルスク,Oostbursk,Oostbursk,Oostbursk,Oostbursk,오스트부르스크,
Avellin,阿韦林,Avellin,阿韋林,Авеллин,Avellin,Avellin,Avellin,アヴェリン,Avellin,Avellin,Avellin,Avellin,아벨린,
Yamasi,山见,Yamasi,山見,Ямаси,Yamasi,Yamasi,Yamasi,ヤマシ,Yamasi,Yamasi,Yamasi,Yamasi,야마시,
Chargof,查戈夫,Chargof,查戈夫,Чаргоф,Chargof,Chargof,Chargof,チャルゴフ,Chargof,Chargof,Chargof,Chargof,차르고프,
Himoto,希莫托,Himoto,希莫托,Химото,Himoto,Himoto,Himoto,ヒモト,Himoto,Himoto,Himoto,Himoto,히모토,
Leabinsk,利亚宾斯克,Leabinsk,利亞賓斯克,Леабинск,Leabinsk,Leabinsk,Leabinsk,リアビンスク,Leabinsk,Leabinsk,Leabinsk,Leabinsk,레아빈스크,
Dington,丁顿,Dington,丁頓,Дингтон,Dington,Dington,Dington,ディントン,Dington,Dington,Dington,Dington,딩턴,
Haylovo,海洛沃,Haylovo,海洛沃,Хайлово,Haylovo,Haylovo,Haylovo,ハイロヴォ,Haylovo,Haylovo,Haylovo,Haylovo,하이로보,
Dubling,杜布林,Dubling,杜布林,Даблинг,Dubling,Dubling,Dubling,ダブリング,Dubling,Dubling,Dubling,Dubling,더블링,
Gremo,格雷莫,Gremo,格雷莫,Гремо,Gremo,Gremo,Gremo,グレモ,Gremo,Gremo,Gremo,Gremo,그레모,
Nazyvaley,纳兹瓦列,Nazyvaley,納茲瓦列,Називалей,Nazyvaley,Nazyvaley,Nazyvaley,ナジヴァレイ,Nazyvaley,Nazyvaley,Nazyvaley,Nazyvaley,나지발레이,
Solye,索列,Solye,索列,Солье,Solye,Solye,Solye,ソリェ,Solye,Solye,Solye,Solye,솔리예,
Charaso,查拉索,Charaso,查拉索,Чарасо,Charaso,Charaso,Charaso,チャラソ,Charaso,Charaso,Charaso,Charaso,차라소,
Itomer,伊托默,Itomer,伊托默,Итомер,Itomer,Itomer,Itomer,イトメル,Itomer,Itomer,Itomer,Itomer,이토메르,
Mague,马格,Mague,馬格,Маге,Mague,Mague,Mague,マゲ,Mague,Mague,Mague,Mague,마게,
Tomaki,托马基,Tomaki,托馬基,Томаки,Tomaki,Tomaki,Tomaki,トマキ,Tomaki,Tomaki,Tomaki,Tomaki,토마키,
Berdeville,贝德维尔,Berdeville,貝德維爾,Бердевиль,Berdeville,Berdeville,Berdeville,ベルデヴィル,Berdeville,Berdeville,Berdeville,Berdeville,베르데빌,
Brida,布里达,Brida,布里達,Брида,Brida,Brida,Brida,ブリダ,Brida,Brida,Brida,Brida,브리다,
Radston,拉德斯顿,Radston,拉德斯頓,Радстон,Radston,Radston,Radston,ラドストン,Radston,Radston,Radston,Radston,래드스턴,
Yarsky,雅尔斯基,Yarsky,雅爾斯基,Ярски,Yarsky,Yarsky,Yarsky,ヤルスキー,Yarsky,Yarsky,Yarsky,Yarsky,야르스키,
Shatforth,沙特福斯,Shatforth,沙特福斯,Шатфорт,Shatforth,Shatforth,Shatforth,シャットフォース,Shatforth,Shatforth,Shatforth,Shatforth,샷포스,
Verham,维尔汉,Verham,維爾漢,Верхам,Verham,Verham,Verham,ヴァーハム,Verham,Verham,Verham,Verham,베르함,
South,南部,South,南部,Саут,South,South,South,サウス,South,South,South,South,사우스,
Komaide,小麦田,Komaide,小麥田,Комаиде,Komaide,Komaide,Komaide,コマイデ,Komaide,Komaide,Komaide,Komaide,코마이데,
Kamesslem,卡梅斯勒姆,Kamesslem,卡梅斯勒姆,Камеслем,Kamesslem,Kamesslem,Kamesslem,カメスレム,Kamesslem,Kamesslem,Kamesslem,Kamesslem,카메슬렘,
Konanchan,科南岔,Konanchan,科南岔,Кананчан,Konanchan,Konanchan,Konanchan,コナンチャン,Konanchan,Konanchan,Konanchan,Konanchan,코난찬,
Miyang,密杨,Miyang,密楊,Миянг,Miyang,Miyang,Miyang,ミヤン,Miyang,Miyang,Miyang,Miyang,미양,
Zuring,祖林,Zuring,祖林,Зуринг,Zuring,Zuring,Zuring,ズーリング,Zuring,Zuring,Zuring,Zuring,주링,
Bangi,班吉,Bangi,班吉,Банги,Bangi,Bangi,Bangi,バンギ,Bangi,Bangi,Bangi,Bangi,방기,
Vyazino,维亚津诺,Vyazino,維亞津諾,Вязино,Vyazino,Vyazino,Vyazino,ヴャジノ,Vyazino,Vyazino,Vyazino,Vyazino,비아지노,
Praian,普赖安,Praian,普賴安,Прайан,Praian,Praian,Praian,プライアン,Praian,Praian,Praian,Praian,프라이안,
Kadorod,卡多罗德,Kadorod,卡多羅德,Кадород,Kadorod,Kadorod,Kadorod,カドロド,Kadorod,Kadorod,Kadorod,Kadorod,카도로드,
Tsuka,都卡,Tsuka,都卡,Цука,Tsuka,Tsuka,Tsuka,ツカ,Tsuka,Tsuka,Tsuka,Tsuka,츠카,
Norwijk,诺韦克,Norwijk,諾韋克,Норвейк,Norwijk,Norwijk,Norwijk,ノルヴァイク,Norwijk,Norwijk,Norwijk,Norwijk,노르베이크,
Collen,科伦,Collen,科倫,Коллен,Collen,Collen,Collen,コレン,Collen,Collen,Collen,Collen,콜렌,
Setagene,塞塔根,Setagene,塞塔根,Сетаджен,Setagene,Setagene,Setagene,セタジェン,Setagene,Setagene,Setagene,Setagene,세타젠,
Waden,瓦登,Waden,瓦登,Ваден,Waden,Waden,Waden,ワーデン,Waden,Waden,Waden,Waden,와덴,
Shadakanuma,沙达卡沼,Shadakanuma,沙達卡沼,Садаканума,Shadakanuma,Shadakanuma,Shadakanuma,シャダクヌマ,Shadakanuma,Shadakanuma,Shadakanuma,Shadakanuma,샤다카누마,
Fujisali,富士萨里,Fujisali,富士薩里,Фудзисали,Fujisali,Fujisali,Fujisali,フジサリ,Fujisali,Fujisali,Fujisali,Fujisali,후지사리,
Novsk,诺夫斯克,Novsk,諾夫斯克,Новск,Novsk,Novsk,Novsk,ノヴスコ,Novsk,Novsk,Novsk,Novsk,노브스크,
Brend,布伦德,Brend,布倫德,Бренд,Brend,Brend,Brend,ブレンド,Brend,Brend,Brend,Brend,브렌드,
Lough,洛,Lough,洛,Лох,Lough,Lough,Lough,ロフ,Lough,Lough,Lough,Lough,로프,
Asaki,阿萨基,Asaki,阿薩基,Асаки,Asaki,Asaki,Asaki,アサキ,Asaki,Asaki,Asaki,Asaki,아사키,
Nagawa,长川,Nagawa,長川,Нагава,Nagawa,Nagawa,Nagawa,ナガワ,Nagawa,Nagawa,Nagawa,Nagawa,나가와,
Kirkuma,科库马,Kirkuma,科庫馬,Киркума,Kirkuma,Kirkuma,Kirkuma,カークマ,Kirkuma,Kirkuma,Kirkuma,Kirkuma,키르쿠마,
Porth,波思,Porth,波思,Порт,Porth,Porth,Porth,ポース,Porth,Porth,Porth,Porth,포스,
Echadan,埃查丹,Echadan,埃查丹,Эчадан,Echadan,Echadan,Echadan,エチャダン,Echadan,Echadan,Echadan,Echadan,에차단,
Kotensk,科滕斯克,Kotensk,科滕斯克,Котенск,Kotensk,Kotensk,Kotensk,コテン,Kotensk,Kotensk,Kotensk,Kotensk,코텐스크,
Woudry,沃德里,Woudry,沃德里,Вудри,Woudry,Woudry,Woudry,ウードリー,Woudry,Woudry,Woudry,Woudry,우드리,
Lombo,伦博,Lombo,倫博,Ломбо,Lombo,Lombo,Lombo,ロンボ,Lombo,Lombo,Lombo,Lombo,롬보,
Gorschaylsk,戈尔沙伊斯克,Gorschaylsk,戈爾沙伊斯克,Горшайльск,Gorschaylsk,Gorschaylsk,Gorschaylsk,ゴルシャイルスク,Gorschaylsk,Gorschaylsk,Gorschaylsk,Gorschaylsk,고르샤일스크,
Bridge,桥,Bridge,橋,Бридж,Bridge,Bridge,Bridge,ブリッジ,Bridge,Bridge,Bridge,Bridge,브리지,
Kinoharov,基诺哈罗夫,Kinoharov,基諾哈羅夫,Кинохаров,Kinoharov,Kinoharov,Kinoharov,キノハロフ,Kinoharov,Kinoharov,Kinoharov,Kinoharov,기노하로프,
Artick,阿尔蒂克,Artick,阿爾蒂克,Артикк,Artick,Artick,Artick,アーティック,Artick,Artick,Artick,Artick,아르틱,
Reiena,莱耶娜,Reiena,萊耶娜,Реена,Reiena,Reiena,Reiena,レイエナ,Reiena,Reiena,Reiena,Reiena,레이에나,
Lysayassel,利萨亚塞尔,Lysayassel,利薩亞塞爾,Лисайассел,Lysayassel,Lysayassel,Lysayassel,リサヤッセル,Lysayassel,Lysayassel,Lysayassel,Lysayassel,리사야셀,
Modejane,摩德加涅,Modejane,摩德加涅,Модежане,Modejane,Modejane,Modejane,モデジャネ,Modejane,Modejane,Modejane,Modejane,모데자네,
Mouth,口,Mouth,口,Маус,Mouth,Mouth,Mouth,マウス,Mouth,Mouth,Mouth,Mouth,마우스,
Fribetsk,弗里别茨克,Fribetsk,弗里別茨克,Фрибецк,Fribetsk,Fribetsk,Fribetsk,フリベッツク,Fribetsk,Fribetsk,Fribetsk,Fribetsk,프리베츠크,
Prioka,普里奥卡,Prioka,普里奧卡,Приока,Prioka,Prioka,Prioka,プリオカ,Prioka,Prioka,Prioka,Prioka,프리오카,
Rence,伦斯,Rence,倫斯,Ренс,Rence,Rence,Rence,レンス,Rence,Rence,Rence,Rence,렌스,
Argof,阿尔戈夫,Argof,阿爾戈夫,Аргоф,Argof,Argof,Argof,アルゴフ,Argof,Argof,Argof,Argof,아르고프,
Earlitsu,厄尔利茨,Earlitsu,厄爾利茨,Эрлитсу,Earlitsu,Earlitsu,Earlitsu,アールイツ,Earlitsu,Earlitsu,Earlitsu,Earlitsu,얼리츠,
Chida,千田,Chida,千田,Тида,Chida,Chida,Chida,チダ,Chida,Chida,Chida,Chida,치다,
Bromyachye,布罗亚切,Bromyachye,布羅亞切,Бромяче,Bromyachye,Bromyachye,Bromyachye,ブロミャチエ,Bromyachye,Bromyachye,Bromyachye,Bromyachye,브로미아체,
Tikhadyr,提哈德尔,Tikhadyr,提哈德爾,Тихадир,Tikhadyr,Tikhadyr,Tikhadyr,ティハディル,Tikhadyr,Tikhadyr,Tikhadyr,Tikhadyr,티하디르,
Münsiden,明斯登,Münsiden,明斯登,Мюнсайден,Münsiden,Münsiden,Münsiden,ミュンシデン,Münsiden,Münsiden,Münsiden,Münsiden,뮌시덴,
Tsukayevsk,筑谷耶夫斯克,Tsukayevsk,築谷耶夫斯克,Цукаевск,Tsukayevsk,Tsukayevsk,Tsukayevsk,ツカエフスク,Tsukayevsk,Tsukayevsk,Tsukayevsk,Tsukayevsk,츠카에프스크,
Culle,库勒,Culle,庫勒,Кулле,Culle,Culle,Culle,クレ,Culle,Culle,Culle,Culle,쿨레,
Almell,阿尔梅尔,Almell,阿爾梅爾,Альмелл,Almell,Almell,Almell,アルメル,Almell,Almell,Almell,Almell,알멜,
Svillis,斯维利斯,Svillis,斯維利斯,Свиллис,Svillis,Svillis,Svillis,スヴィリス,Svillis,Svillis,Svillis,Svillis,스빌리스,
Birsa,比尔萨,Birsa,比爾薩,Бирса,Birsa,Birsa,Birsa,ビルサ,Birsa,Birsa,Birsa,Birsa,빌사,
Ensborough,恩斯伯勒,Ensborough,恩斯伯勒,Энсборо,Ensborough,Ensborough,Ensborough,エンズボロウ,Ensborough,Ensborough,Ensborough,Ensborough,엔스버러,
Kashino,卡希诺,Kashino,卡希諾,Кашино,Kashino,Kashino,Kashino,カシノ,Kashino,Kashino,Kashino,Kashino,카시노,
Lerth,勒斯,Lerth,勒斯,Лерт,Lerth,Lerth,Lerth,レルト,Lerth,Lerth,Lerth,Lerth,레르트,
Zugach,祖加奇,Zugach,祖加奇,Зугак,Zugach,Zugach,Zugach,ズガチ,Zugach,Zugach,Zugach,Zugach,주가치,
Domatsuba,多马次巴,Domatsuba,多馬次巴,Доматсуба,Domatsuba,Domatsuba,Domatsuba,ドマツバ,Domatsuba,Domatsuba,Domatsuba,Domatsuba,도마츠바,
Winter,温特,Winter,溫特,Винтер,Winter,Winter,Winter,ウィンター,Winter,Winter,Winter,Winter,윈터,
Kotov,科托夫,Kotov,科托夫,Котов,Kotov,Kotov,Kotov,コトフ,Kotov,Kotov,Kotov,Kotov,코토프,
Using,优辛,Using,優辛,Юсинг,Using,Using,Using,ユージング,Using,Using,Using,Using,유징,
Suzulu,苏祖卢,Suzulu,蘇祖盧,Сузулу,Suzulu,Suzulu,Suzulu,スズル,Suzulu,Suzulu,Suzulu,Suzulu,수줄루,
