Key,Chinese,English,TraditionalChinese,Russian,SpanishSpain,PortugueseBrazil,German,Japanese,French,Polish,SpanishLatinAmerica,PortuguesePortugal,Korean,
漳州,漳州,Seda,漳州,,,,,,,,,,,
长安,长安,Yongsheng,长安,,,,,,,,,,,
长安,长安,Yongtai,长安,,,,,,,,,,,
长恨,长恨,youzhou,长恨,,,,,,,,,,,
长恒,长恒,youtai,长恒,,,,,,,,,,,
长乐,长乐,Yongding,长乐,,,,,,,,,,,
长宁,长宁,yongqingdingan,长宁,,,,,,,,,,,
长宁府,长宁府,Yongshan,长宁府,,,,,,,,,,,
长平,长平,youze,长平,,,,,,,,,,,
长清,长清,youxin,长清,,,,,,,,,,,
长生,长生,you peiking,长生,,,,,,,,,,,
长泰,长泰,Youyiguan,长泰,,,,,,,,,,,
长汀,长汀,Youxi,长汀,,,,,,,,,,,
长兴,长兴,Yongji,长兴,,,,,,,,,,,
长右,长右,Yongjia,长右,,,,,,,,,,,
长垣,长垣,Yongkang,长垣,,,,,,,,,,,
长子,长子,yongpin,长子,,,,,,,,,,,
招摇,招摇,linhuangfu,招摇,,,,,,,,,,,
昭觉,昭觉,longzhong,昭觉,,,,,,,,,,,
昭平,昭平,longqing,昭平,,,,,,,,,,,
昭义,昭义,Longyan,昭义,,,,,,,,,,,
昭余,昭余,Longyou,昭余,,,,,,,,,,,
诏安,诏安,xiuchuan,诏安,,,,,,,,,,,
赵光,赵光,Yanling,赵光,,,,,,,,,,,
赵县,赵县,Yanjin,赵县,,,,,,,,,,,
肇安,肇安,wuli,肇安,,,,,,,,,,,
肇东,肇东,wugang,肇东,,,,,,,,,,,
肇西,肇西,wuweiyou,肇西,,,,,,,,,,,
肇源,肇源,wuwei,肇源,,,,,,,,,,,
肇州,肇州,Wuping,肇州,,,,,,,,,,,
肇州,肇州,Wusheng,肇州,,,,,,,,,,,
柘城,柘城,Mawei,柘城,,,,,,,,,,,
柘荣,柘荣,Maoxian,柘荣,,,,,,,,,,,
真定府,真定府,taiyuanfu,真定府,,,,,,,,,,,
斟灌,斟灌,lingling,斟灌,,,,,,,,,,,
斟鄩,斟鄩,lingyou,斟鄩,,,,,,,,,,,
镇川,镇川,Yongan,镇川,,,,,,,,,,,
镇海,镇海,Yong'an,镇海,,,,,,,,,,,
镇南关,镇南关,Yongyin,镇南关,,,,,,,,,,,
镇雄,镇雄,yongchang,镇雄,,,,,,,,,,,
政和,政和,Lingbi,政和,,,,,,,,,,,
治元,治元,poyan,治元,,,,,,,,,,,
中江,中江,Bazhou,中江,,,,,,,,,,,
中山,中山,Batang,中山,,,,,,,,,,,
忠冢,忠冢,Lianshan,忠冢,,,,,,,,,,,
重庆,重庆,Yiwu,重庆,,,,,,,,,,,
周宁,周宁,Gaocheng,周宁,,,,,,,,,,,
朱提,朱提,lujiang,朱提,,,,,,,,,,,
珠崖,珠崖,shizhenyi,珠崖,,,,,,,,,,,
诸暨,诸暨,Xiuyu,诸暨,,,,,,,,,,,
涿鹿,涿鹿,quzhou,涿鹿,,,,,,,,,,,
子洲,子洲,hushen,子洲,,,,,,,,,,,
梓潼,梓潼,Minhou,梓潼,,,,,,,,,,,
紫金,紫金,Weixin,紫金,,,,,,,,,,,
宗元,宗元,Huili,宗元,,,,,,,,,,,
鉏,鉏,yinzhou,鉏,,,,,,,,,,,
